Rating,Title,Review_text,Sentiment
1.0,"Stree 2 turned out to be as bad as I had feared. Gone is the grounded story telling and performance of Stree1, every actor is over acting to the hilt. They simply copied the template from Part 1 and made part 2 even repeating the jokes and scenes from Part 1. Movie doesn't offer anything new and is painfully predictable. I appreciate that they made Sarkata look scary but everything else was just meh and way too long. The movie could have been easily trimmed by an hour and the actors sadly look really old to play the character they are playing. You don't have to build a cinematic universe just because you can, you have to earn that. They probably would have made a better film had they not increased the budget of the movie. Disappointed!","Stree 2 turned out to be as bad as I had feared. Gone is the grounded story telling and performance of Stree1, every actor is over acting to the hilt. They simply copied the template from Part 1 and made part 2 even repeating the jokes and scenes from Part 1. Movie doesn't offer anything new and is painfully predictable. I appreciate that they made Sarkata look scary but everything else was just meh and way too long. The movie could have been easily trimmed by an hour and the actors sadly look really old to play the character they are playing. You don't have to build a cinematic universe just because you can, you have to earn that. They probably would have made a better film had they not increased the budget of the movie. Disappointed!",0
10.0,"The most ENTERTAINING bollywood movies post pandemic for me.

Perfect mix of comedy, horror, story, cameos, romance & a subtle message to the society.

Story continues after Stree 1 post credit scene. The best part is that the maker have made a new movie but they didn't tamper with a simplicity & authenticity which was loved in Stree1.

All actors have done a fantastic job. Rajkumar Rao, Abhishek Banerjee, Pankaj Tripathi. But the way director Amar Kaushik has used Shraddha is amazing. She carries a superstar aura & lights up the screen each time.

Overall a MUST WATCH.

#Entertaining #Hilarious.","The most ENTERTAINING bollywood movies post pandemic for me.

Perfect mix of comedy, horror, story, cameos, romance & a subtle message to the society.

Story continues after Stree 1 post credit scene. The best part is that the maker have made a new movie but they didn't tamper with a simplicity & authenticity which was loved in Stree1.

All actors have done a fantastic job. Rajkumar Rao, Abhishek Banerjee, Pankaj Tripathi. But the way director Amar Kaushik has used Shraddha is amazing. She carries a superstar aura & lights up the screen each time.

Overall a MUST WATCH.

#Entertaining #Hilarious.",1
7.0,"Amazing punches, though few were adapted from old series or movies and re-written in Own style.

Grasping and hilarious 1st half and second half until climax. Climax was like a 80's bollywood movie with very very cliche CGI and VFX effects. In this era of amazing tech where we have RAOne, Kalki 2098 and so on such CGI is not good at all.

Ending could have been better.

Acting of each and every casted member is to its perfection and hilarious, punch timings, reactions and OmG the combination of Rajkumarr Rao and Pankaj Tripathi tickle your ribs.

Shraddha is in her own cuteness too good looking and at point.

Main credit goes to Supporting cast of Jana and Bittu (Aparshakti Khurana and Abhishek Banarjee)

Cameo of Varun dhawan is nicely used.

Over and on top, fun film to watch 1 time in theatres. Get ready to get your funny bones touched multiple times.","Amazing punches, though few were adapted from old series or movies and re-written in Own style.

Grasping and hilarious 1st half and second half until climax. Climax was like a 80's bollywood movie with very very cliche CGI and VFX effects. In this era of amazing tech where we have RAOne, Kalki 2098 and so on such CGI is not good at all.

Ending could have been better.

Acting of each and every casted member is to its perfection and hilarious, punch timings, reactions and OmG the combination of Rajkumarr Rao and Pankaj Tripathi tickle your ribs.

Shraddha is in her own cuteness too good looking and at point.

Main credit goes to Supporting cast of Jana and Bittu (Aparshakti Khurana and Abhishek Banarjee)

Cameo of Varun dhawan is nicely used.

Over and on top, fun film to watch 1 time in theatres. Get ready to get your funny bones touched multiple times.",1
1.0,"Not that the first part was a great movie but it was still entertaining. The second part is not even remotely funny. The dry predictable jokes and scenes get ion your nerves. Everyone in the movie is just hamming and trying to be funny but it just does not work. I'm half I didn't watch this in the theatre and waste money. I pity the people who got sold on the hype and wasted money. This style of a a movie would have probably worked in the 90's, it just shows how Indian comedy writers lack creativity. I'm surprised this movie even collected the amount of money it did. Did people like this ? Wow!","Not that the first part was a great movie but it was still entertaining. The second part is not even remotely funny. The dry predictable jokes and scenes get ion your nerves. Everyone in the movie is just hamming and trying to be funny but it just does not work. I'm half I didn't watch this in the theatre and waste money. I pity the people who got sold on the hype and wasted money. This style of a a movie would have probably worked in the 90's, it just shows how Indian comedy writers lack creativity. I'm surprised this movie even collected the amount of money it did. Did people like this ? Wow!",0
,Why was she even there. It was so fun so reminiscent of those 1990s days of superstition and excitement. The four guys were so funny their banter super hilarious. Then she comes in like actually comes in and the momentum just dropped entirely to a halt. Now its all about her. It felt like she sucked the breath from the room and in actuality she sucked the fun the laughter from the theater. The entire theatre felt quiet after she arrived in the mid of the movie. Some people walked off the theater after 15 minutes of her coming and rescuing the guys. I don't blame them. You know these nepo babies are horrible actors yet they jump in a good movie and totally corrupt it.,Why was she even there. It was so fun so reminiscent of those 1990s days of superstition and excitement. The four guys were so funny their banter super hilarious. Then she comes in like actually comes in and the momentum just dropped entirely to a halt. Now its all about her. It felt like she sucked the breath from the room and in actuality she sucked the fun the laughter from the theater. The entire theatre felt quiet after she arrived in the mid of the movie. Some people walked off the theater after 15 minutes of her coming and rescuing the guys. I don't blame them. You know these nepo babies are horrible actors yet they jump in a good movie and totally corrupt it.,0
8.0,"I saw this on 15th Aug, 1st day of its release with my entire family in Le Reve Bandra.

The movie is heavily inspired by Hammer Film Productions & The Universal Classic Monsters.

Similar to Hammer horror n Universal Monsters films, this one too has good visuals and the movie shudnt be taken seriously.

Similar to Universal Monster movies n Hammer Horror, the makers of this movie are trying to create a world where all the characters from their horror films may dwell.

The headless fella is copied from Washington Irving's The Legend of Sleepy Hollow.

Rajkumar Rao once again gave a solid performance.

Once again there were no kills n nobody dies.

The worst part is the addition of Akshay Kumar.

In short, The Headless Horseman meets Universal Monsters n Hammer Horror films but in a good way.","I saw this on 15th Aug, 1st day of its release with my entire family in Le Reve Bandra.

The movie is heavily inspired by Hammer Film Productions & The Universal Classic Monsters.

Similar to Hammer horror n Universal Monsters films, this one too has good visuals and the movie shudnt be taken seriously.

Similar to Universal Monster movies n Hammer Horror, the makers of this movie are trying to create a world where all the characters from their horror films may dwell.

The headless fella is copied from Washington Irving's The Legend of Sleepy Hollow.

Rajkumar Rao once again gave a solid performance.

Once again there were no kills n nobody dies.

The worst part is the addition of Akshay Kumar.

In short, The Headless Horseman meets Universal Monsters n Hammer Horror films but in a good way.",1
7.0,"The movie in it's first half is great. Almost all the jokes land, characters are still enjoyable and pacing is also great. But the second half is paced slow for some reason and have some unnecessary scenes which the movies was better off not having. The end is also somewhat boring as it feels more like a superhero movie rather than a horror comedy. A lot of deus ex machina occurs towards the finale which somewhat feels a little out of place for how the first stree movie was made by the creators but the heart of the first film is still here and you can feel that the overall movie is made with love and respect towards the first movie and overall stree universe which creators are trying to create.","The movie in it's first half is great. Almost all the jokes land, characters are still enjoyable and pacing is also great. But the second half is paced slow for some reason and have some unnecessary scenes which the movies was better off not having. The end is also somewhat boring as it feels more like a superhero movie rather than a horror comedy. A lot of deus ex machina occurs towards the finale which somewhat feels a little out of place for how the first stree movie was made by the creators but the heart of the first film is still here and you can feel that the overall movie is made with love and respect towards the first movie and overall stree universe which creators are trying to create.",1
9.0,"What I loved the most about this movie is its connection and continuity with the story of Street 1.

You won't get bored for even a second in the entire movie due to it being full of comedy with perfect punch timing of the actors. It is a good blend of less horror and more comedy!

One important and small spoiler - You would really be amazed to see a couple of cameos in the movie which are incorporated very amazingly and that really makes sense to see.

All the above comments would have been minimal without the background music and the power packed songs of the movie. So, kudos to the music team as well !

It would be injustice to judge the acting skills of actors like Pankaj Tripathi, Shraddha Kapoor, Rajkumar Rao and all other cast of Street 2. They are fabulous as usual.

Shraddha 😍

Overall, a perfect entertainer to enjoy the long weekend with friends or family. 👍","What I loved the most about this movie is its connection and continuity with the story of Street 1.

You won't get bored for even a second in the entire movie due to it being full of comedy with perfect punch timing of the actors. It is a good blend of less horror and more comedy!

One important and small spoiler - You would really be amazed to see a couple of cameos in the movie which are incorporated very amazingly and that really makes sense to see.

All the above comments would have been minimal without the background music and the power packed songs of the movie. So, kudos to the music team as well !

It would be injustice to judge the acting skills of actors like Pankaj Tripathi, Shraddha Kapoor, Rajkumar Rao and all other cast of Street 2. They are fabulous as usual.

Shraddha 😍

Overall, a perfect entertainer to enjoy the long weekend with friends or family. 👍",1
1.0,"Since I had enjoyed the first part. My god, that was a big mistake-it turned out to be two hours of pure torture. The overacting was top-class, and the storyline was downright terrible. What was supposed to be a horror movie ended up being a horrible experience instead. The plot was weak, the scares were nonexistent, and the entire execution left much to be desired.

To make matters worse, the movie was filled with senseless, double-meaning dialogues that added no value to the story. And seriously, what was that item song? When will Indian cinema move beyond such outdated and pointless tropes? ""Stree 2"" was a major disappointment.","Since I had enjoyed the first part. My god, that was a big mistake-it turned out to be two hours of pure torture. The overacting was top-class, and the storyline was downright terrible. What was supposed to be a horror movie ended up being a horrible experience instead. The plot was weak, the scares were nonexistent, and the entire execution left much to be desired.

To make matters worse, the movie was filled with senseless, double-meaning dialogues that added no value to the story. And seriously, what was that item song? When will Indian cinema move beyond such outdated and pointless tropes? ""Stree 2"" was a major disappointment.",0
8.0,"""Stree 2"" successfully builds upon the foundation of its predecessor, delivering another round of scares and laughs that will keep you entertained. The film retains the original's unique blend of horror and comedy, with a plot that's both thrilling and hilarious. The cast continues to shine, with Rajkummar Rao and Abhishek Banerjee's comedic timing on point.

While some might find the humor a tad over-the-top at times, it's undeniable that ""Stree 2"" knows how to keep the audience engaged. The film also delves deeper into the mythology of the Stree, leaving room for further exploration in future installments. If you enjoyed the first ""Stree,"" then this sequel is worth checking out for its fun and spooky ride.","""Stree 2"" successfully builds upon the foundation of its predecessor, delivering another round of scares and laughs that will keep you entertained. The film retains the original's unique blend of horror and comedy, with a plot that's both thrilling and hilarious. The cast continues to shine, with Rajkummar Rao and Abhishek Banerjee's comedic timing on point.

While some might find the humor a tad over-the-top at times, it's undeniable that ""Stree 2"" knows how to keep the audience engaged. The film also delves deeper into the mythology of the Stree, leaving room for further exploration in future installments. If you enjoyed the first ""Stree,"" then this sequel is worth checking out for its fun and spooky ride.",1
6.0,"Tone, Script & Story: Stree 2 is sequel to movie Stree which also includes other horror comedy movies from Maddock films. This time horror entity named Sarkata returns. It takes away women who put up with modern lifestyle. Will Vicky, Rudra and team able to help them?

Like in part one there lies a condition of innocent lover to deal with villain. In this part to its same, however I feel it's not Vicky so easily as the characters played by Akshay Kumar, Pankaj Tripathi, Abhishek Banerjee and Aparshakti Khurana are also good contenders. Don't worry the role is reserved with Vicky (Rajkummar Rao). It however reminded me of Pirates of the Caribbean movie where Calypso is freed by innocent lover. Could it be anybody other than Vicky?

What I liked: The hilarious comedy scenes where even the villan Sarkata was not spared were tremendous.

What I dislike: The story is not strong. It's part of horror comedy universe from Maddock films which include Munjya and Bhediya. I dislike linked movies.

Watch it at home for the hilarious comedy it projects.","Tone, Script & Story: Stree 2 is sequel to movie Stree which also includes other horror comedy movies from Maddock films. This time horror entity named Sarkata returns. It takes away women who put up with modern lifestyle. Will Vicky, Rudra and team able to help them?

Like in part one there lies a condition of innocent lover to deal with villain. In this part to its same, however I feel it's not Vicky so easily as the characters played by Akshay Kumar, Pankaj Tripathi, Abhishek Banerjee and Aparshakti Khurana are also good contenders. Don't worry the role is reserved with Vicky (Rajkummar Rao). It however reminded me of Pirates of the Caribbean movie where Calypso is freed by innocent lover. Could it be anybody other than Vicky?

What I liked: The hilarious comedy scenes where even the villan Sarkata was not spared were tremendous.

What I dislike: The story is not strong. It's part of horror comedy universe from Maddock films which include Munjya and Bhediya. I dislike linked movies.

Watch it at home for the hilarious comedy it projects.",1
1.0,"I just don't understand the hype about this movie and how this movie is earning so much money. I went to watch this on Friday night and i had returned with a headache. There is nothing much in the movie other than extreme shouting.

The first movie was decent and had a mystery and ended on a note that had a plot to make something good.

This one was utter nonsense and have no plot line. Whatever respect i had about the last movie have diminished after watching this one.

The first half you can sit and bear because of Rajkumar Rao but the second half was not bearable.

The Indian movie industry should spend some money on story writing because i guess an average person can write a better story then this one.","I just don't understand the hype about this movie and how this movie is earning so much money. I went to watch this on Friday night and i had returned with a headache. There is nothing much in the movie other than extreme shouting.

The first movie was decent and had a mystery and ended on a note that had a plot to make something good.

This one was utter nonsense and have no plot line. Whatever respect i had about the last movie have diminished after watching this one.

The first half you can sit and bear because of Rajkumar Rao but the second half was not bearable.

The Indian movie industry should spend some money on story writing because i guess an average person can write a better story then this one.",0
7.0,"Stree 2' is a breath of fresh air in the realm of sequels. It retains the core essence of the original while introducing novel elements that keep the narrative fresh and intriguing. Rajkummar Rao's impeccable comedic timing combined with his portrayal of genuine fear makes for a captivating watch. The plot intricately weaves in societal themes, prompting reflection without being overtly didactic. The horror sequences are masterfully executed, relying on suspense and atmosphere rather than predictable jump scares. The camaraderie among the characters adds warmth, making their journey all the more relatable. All in all, 'Stree 2' is a must-watch for fans and newcomers alike.","Stree 2' is a breath of fresh air in the realm of sequels. It retains the core essence of the original while introducing novel elements that keep the narrative fresh and intriguing. Rajkummar Rao's impeccable comedic timing combined with his portrayal of genuine fear makes for a captivating watch. The plot intricately weaves in societal themes, prompting reflection without being overtly didactic. The horror sequences are masterfully executed, relying on suspense and atmosphere rather than predictable jump scares. The camaraderie among the characters adds warmth, making their journey all the more relatable. All in all, 'Stree 2' is a must-watch for fans and newcomers alike.",1
6.0,"Overview: This sequel was a fun continuation of the Stree saga. Particularly the first half was very intriguing and funny. The second half got a bit ridiculous and resembled more of a Marvel multiverse situation.

Plot: The plot centers around a new threat to the town, a headless ghost that is kidnapping young women. The story starts out pretty well with a role reversal to Stree in the first movie. It was a positive start, but they did not hit the same horror notes that the first Stree had. This movie was relying more on jump scares than actual spookiness.

Acting: Strong performances all around. Rajkummar Rao, Pankaj Tripathi, Abhishek Banerjee, and Aparkshakti Khuranna form a hilarious quartet. Shraddha Kapoor also puts in a strong acting performance but my gripe would be that she does not get enough screen time.

Music: Songs are good and fun. The soundtrack is enjoyable and fits the movie themes.

Conclusion: I would recommend watching this for some mindless fun, but don't expect too much horror.","Overview: This sequel was a fun continuation of the Stree saga. Particularly the first half was very intriguing and funny. The second half got a bit ridiculous and resembled more of a Marvel multiverse situation.

Plot: The plot centers around a new threat to the town, a headless ghost that is kidnapping young women. The story starts out pretty well with a role reversal to Stree in the first movie. It was a positive start, but they did not hit the same horror notes that the first Stree had. This movie was relying more on jump scares than actual spookiness.

Acting: Strong performances all around. Rajkummar Rao, Pankaj Tripathi, Abhishek Banerjee, and Aparkshakti Khuranna form a hilarious quartet. Shraddha Kapoor also puts in a strong acting performance but my gripe would be that she does not get enough screen time.

Music: Songs are good and fun. The soundtrack is enjoyable and fits the movie themes.

Conclusion: I would recommend watching this for some mindless fun, but don't expect too much horror.",1
